Serial Number,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Category
6452,189,Strawberry Lights,Judith,Barber,37,Head,Divorced,Female,"Geologist, wellsite",Not Specified,Unknown,35-39,Tech
5862,189,February Lodge,Rachel,Brooks,21,Head,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
5860,189,February Lodge,Dominic,Burgess,32,Head,Single,Male,"Surveyor, rural practice",Not Specified,Catholic,30-34,Other
6455,189,Strawberry Lights,Cheryl,Collins,38,Lodger,Single,Female,Animal nutritionist,Not Specified,Unknown,35-39,Tech
5863,189,February Lodge,Brandon,Davies,32,Head,Single,Male,Newspaper journalist,Not Specified,Christian,30-34,Media & Entertainment
6454,189,Strawberry Lights,Andrea,Hayes,48,Sibling,Widowed,Female,"Designer, furniture",Not Specified,Christian,45-49,Tech
5864,189,February Lodge,Patrick,Phillips,56,Head,Single,Male,Public house manager,Not Specified,Catholic,55-59,Management
2257,189,Lloyd Avenue,Josh,Taylor,77,Head,Widowed,Male,"Retired Engineer, chemical",Not Specified,Methodist,75-79,Retired
5861,189,February Lodge,Lauren,Walton,61,Head,Single,Female,Multimedia specialist,Not Specified,Unknown,60-64,Creative Arts
5869,190,February Lodge,Sandra,Bailey,5,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
5868,190,February Lodge,Benjamin,Bailey,9,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5867,190,February Lodge,Norman,Bailey,12,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
5866,190,February Lodge,Paula,Bailey,17,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
5865,190,February Lodge,Lauren,Bailey,44,Head,Divorced,Female,Sales promotion account executive,Not Specified,Unknown,40-44,Management
2259,190,Lloyd Avenue,Owen,Miah,57,Husband,Married,Male,"Development worker, international aid",Not Specified,Unknown,55-59,Other
2258,190,Lloyd Avenue,Kathryn,Woods,61,Head,Married,Female,Investment analyst,Not Specified,Christian,60-64,Other
6456,190,Strawberry Lights,Damian,Wright,72,Head,Single,Male,Retired Financial controller,Not Specified,Unknown,70-74,Retired
2261,191,Lloyd Avenue,Terence,Archer,43,Son,Divorced,Male,Chief Technology Officer,Not Specified,Unknown,40-44,Tech
2260,191,Lloyd Avenue,Melissa,Archer,60,Head,Single,Female,Immunologist,Not Specified,Unknown,60-64,Other
6457,191,Strawberry Lights,Abdul,Dobson,86,Head,Widowed,Male,Retired Firefighter,Not Specified,Christian,85-89,Retired
5873,191,February Lodge,Paige,Lambert,2,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
5874,191,February Lodge,Linda,Lambert,2,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
5875,191,February Lodge,Cheryl,Lambert,2,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
5872,191,February Lodge,Glen,Lambert,5,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
5870,191,February Lodge,Catherine,Lambert,34,Head,Married,Female,"Surveyor, land/geomatics",Not Specified,Christian,30-34,Other
5871,191,February Lodge,Adrian,Lambert,34,Husband,Married,Male,Unemployed,Not Specified,Unknown,30-34,Unemployed
5876,191,February Lodge,Toby,Norris,18,Sibling,Divorced,Male,Student,Not Specified,Unknown,15-19,Student
6459,192,Strawberry Lights,Carolyn,Cooper,13,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
6458,192,Strawberry Lights,Tina,Cooper,41,Head,Divorced,Female,Child psychotherapist,Not Specified,Christian,40-44,Medical
5881,192,February Lodge,Carolyn,Khan,7,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
5880,192,February Lodge,Iain,Khan,10,Son,Minor,Male,Student,Not Specified,Catholic,10-14,Student
5879,192,February Lodge,Graeme,Khan,13,Son,Minor,Male,Student,Not Specified,Catholic,10-14,Student
5877,192,February Lodge,Heather,Khan,34,Head,Married,Female,Hydrographic surveyor,Not Specified,Catholic,30-34,Other
5878,192,February Lodge,Andrew,Khan,50,Husband,Married,Male,Teaching laboratory technician,Not Specified,Catholic,50-54,Tech
2266,192,Lloyd Avenue,Stanley,Thomson,10,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
2265,192,Lloyd Avenue,Donald,Thomson,14,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
2264,192,Lloyd Avenue,Clifford,Thomson,15,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
2262,192,Lloyd Avenue,Kelly,Thomson,49,Head,Married,Female,"Engineer, energy",Not Specified,Unknown,45-49,Engineering
2263,192,Lloyd Avenue,Joshua,Thomson,58,Husband,Married,Male,Herpetologist,Not Specified,Unknown,55-59,Other
2267,193,Lloyd Avenue,Jayne,Clark,33,Head,Single,Female,Dentist,Not Specified,Muslim,30-34,Medical
2268,193,Lloyd Avenue,Damien,Dunn,35,Partner,Single,Male,Pensions consultant,Not Specified,Muslim,35-39,Other
6464,193,Strawberry Lights,Dennis,Evans,26,Son,Single,Male,"Programme researcher, broadcasting/film/video",Not Specified,Christian,25-29,Creative Arts
6463,193,Strawberry Lights,Victor,Gibson,31,Son,Divorced,Male,"Therapist, speech and language",Not Specified,Christian,30-34,Medical
6462,193,Strawberry Lights,Amber,Gibson,34,Daughter,Single,Female,Chief of Staff,Not Specified,Christian,30-34,Management
6461,193,Strawberry Lights,Christopher,Gibson,55,Husband,Married,Male,Waste management officer,Not Specified,Unknown,55-59,Management
6460,193,Strawberry Lights,Marion,Gibson,59,Head,Married,Female,"Engineer, petroleum",Not Specified,Christian,55-59,Engineering
5890,193,February Lodge,Rachel,Hall,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
5889,193,February Lodge,Steven,Hall,11,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
5888,193,February Lodge,Marc,Hall,15,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
5887,193,February Lodge,Marilyn,Hall,18,Daughter,Single,Female,Student,Not Specified,Unknown,15-19,Student
5886,193,February Lodge,Denise,Hall,20,Daughter,Divorced,Female,University Student,Not Specified,Unknown,20-24,Tech
5885,193,February Lodge,Damien,Hall,23,Son,Single,Male,Unemployed,Not Specified,Unknown,20-24,Unemployed
5884,193,February Lodge,Paige,Hall,27,Daughter,Single,Female,Engineering geologist,Not Specified,Unknown,25-29,Engineering
5882,193,February Lodge,Kirsty,Hall,63,Head,Married,Female,Facilities manager,Not Specified,Unknown,60-64,Tech
5883,193,February Lodge,Lewis,Hall,66,Husband,Married,Male,Investment analyst,Not Specified,Unknown,65-69,Other
2269,193,Lloyd Avenue,Jill,Lewis-Clark,1,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
2272,194,Lloyd Avenue,Brandon,Berry,38,Head,Single,Male,Operations geologist,Not Specified,Methodist,35-39,Other
2270,194,Lloyd Avenue,Rachel,Collins,45,Head,Single,Female,Environmental education officer,Not Specified,Catholic,45-49,Education
6467,194,Strawberry Lights,Edward,Green,13,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
6466,194,Strawberry Lights,Eileen,Green,32,Wife,Married,Female,Arts administrator,Not Specified,Christian,30-34,Education
6465,194,Strawberry Lights,Benjamin,Green,36,Head,Married,Male,"Surveyor, insurance",Not Specified,Christian,35-39,Other
2271,194,Lloyd Avenue,Kayleigh,Jarvis,51,Head,Single,Female,Financial trader,Not Specified,Christian,50-54,Finance
5898,194,February Lodge,Frances,Poole,2,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
5897,194,February Lodge,Nicholas,Poole,23,Son,Divorced,Male,Unemployed,Not Specified,Unknown,20-24,Unemployed
5896,194,February Lodge,Rachael,Poole,26,Daughter,Single,Female,"Production designer, theatre/television/film",Not Specified,Unknown,25-29,Creative Arts
5895,194,February Lodge,Chloe,Poole,29,Daughter,Single,Female,Immunologist,Not Specified,Unknown,25-29,Other
5893,194,February Lodge,Kirsty,Poole,33,Daughter,Single,Female,Police officer,Not Specified,Christian,30-34,Management
5894,194,February Lodge,Claire,Poole,33,Daughter,Single,Female,Haematologist,Not Specified,Christian,30-34,Other
5891,194,February Lodge,Chloe,Poole,69,Head,Married,Female,Retired Higher education lecturer,Not Specified,Christian,65-69,Retired
5892,194,February Lodge,Vincent,Poole,69,Husband,Married,Male,Retired Operations geologist,Not Specified,Unknown,65-69,Retired
6469,195,Strawberry Lights,Shannon,Bowen,71,Wife,Married,Female,"Retired Engineer, maintenance (IT)",Not Specified,Unknown,70-74,Retired
6468,195,Strawberry Lights,George,Bowen,75,Head,Married,Male,Retired Location manager,Not Specified,Unknown,75-79,Retired
2274,195,Lloyd Avenue,Richard,Burrows,34,Partner,Single,Male,Multimedia programmer,Not Specified,Unknown,30-34,Tech
2273,195,Lloyd Avenue,Nicole,Greenwood,29,Head,Single,Female,"Administrator, sports",Not Specified,Unknown,25-29,Education
5904,195,February Lodge,Nathan,Harrison,55,Lodger,Single,Male,Education administrator,Not Specified,Christian,55-59,Education
5902,195,February Lodge,Eileen,Johnson,49,Lodger,Single,Female,Horticultural consultant,Not Specified,Catholic,45-49,Other
5903,195,February Lodge,Dorothy,Lynch,22,Lodger,Single,Female,University Student,Not Specified,Methodist,20-24,Tech
5905,195,February Lodge,Wendy,Mitchell,49,Sibling,Single,Female,"Scientist, audiological",Not Specified,Methodist,45-49,Science
5901,195,February Lodge,Dorothy,Spencer,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
5900,195,February Lodge,Anna,Spencer,6,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
5899,195,February Lodge,Caroline,Spencer,29,Head,Divorced,Female,Unemployed,Not Specified,Unknown,25-29,Unemployed
2276,195,Lloyd Avenue,Diane,Whitehead-Greenwood,0,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
2275,195,Lloyd Avenue,Jordan,Whitehead-Greenwood,3,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
2280,196,Lloyd Avenue,Elizabeth,Dean,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
2279,196,Lloyd Avenue,Declan,Dean,20,Son,Single,Male,University Student,Blind,Unknown,20-24,Tech
2277,196,Lloyd Avenue,Jasmine,Dean,48,Head,Single,Female,Investment analyst,Not Specified,Unknown,45-49,Other
2278,196,Lloyd Avenue,Shane,Dean,51,Partner,Single,Male,Barrister,Not Specified,Unknown,50-54,Other
6471,196,Strawberry Lights,Leah,Ellis,64,Partner,Single,Female,Health and safety inspector,Not Specified,Catholic,60-64,Other
5910,196,February Lodge,Gillian,Jennings,8,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
5909,196,February Lodge,Deborah,Jennings,11,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
5908,196,February Lodge,Jodie,Jennings,14,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
5906,196,February Lodge,Chelsea,Jennings,30,Head,Married,Female,"Presenter, broadcasting",Not Specified,Catholic,30-34,Media & Entertainment
5907,196,February Lodge,Stuart,Jennings,30,Husband,Married,Male,"Production designer, theatre/television/film",Disabled,Catholic,30-34,Creative Arts
6470,196,Strawberry Lights,Iain,Matthews,64,Head,Single,Male,Local government officer,Not Specified,Catholic,60-64,Management
2281,197,Lloyd Avenue,Lydia,Arnold,82,Head,Widowed,Female,Retired Textile designer,Not Specified,Christian,80-84,Retired
6474,197,Strawberry Lights,Kelly,Henderson,16,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
6472,197,Strawberry Lights,Marion,Henderson,41,Head,Married,Female,Heritage manager,Not Specified,Unknown,40-44,Tech
6473,197,Strawberry Lights,Jacob,Henderson,41,Husband,Married,Male,Unemployed,Not Specified,Unknown,40-44,Unemployed
5915,197,February Lodge,Jacqueline,Robertson,5,Daughter,Minor,Female,Student,Not Specified,Christian,5-9,Student
5914,197,February Lodge,Wayne,Robertson,8,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
5913,197,February Lodge,Naomi,Robertson,11,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
5912,197,February Lodge,Richard,Robertson,28,Husband,Married,Male,IT consultant,Not Specified,Unknown,25-29,Tech
5911,197,February Lodge,Tina,Robertson,29,Head,Married,Female,Geochemist,Not Specified,Christian,25-29,Other
5920,198,February Lodge,Tina,Atkinson,37,Lodger,Single,Female,Planning and development surveyor,Not Specified,Unknown,35-39,Other
6475,198,Strawberry Lights,Jake,Chamberlain,14,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
6479,198,Strawberry Lights,Graham,Chamberlain,38,Son,Widowed,Male,Furniture conservator/restorer,Not Specified,Unknown,35-39,Tech
6478,198,Strawberry Lights,Darren,Chamberlain,41,Son,Widowed,Male,English as a foreign language teacher,Not Specified,Unknown,40-44,Education
6477,198,Strawberry Lights,Howard,Chamberlain,45,Son,Single,Male,Intelligence analyst,Not Specified,Unknown,45-49,Other
6476,198,Strawberry Lights,Valerie,Chamberlain,74,Head,Widowed,Female,"Retired Scientist, research (life sciences)",Not Specified,Unknown,70-74,Retired
5919,198,February Lodge,Natasha,Gray,49,Sibling,Single,Female,Ecologist,Not Specified,Catholic,45-49,Other
2285,198,Lloyd Avenue,Elizabeth,King,16,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
2286,198,Lloyd Avenue,Mitchell,King,16,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
2284,198,Lloyd Avenue,Callum,King,19,Son,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
2282,198,Lloyd Avenue,Holly,King,36,Head,Single,Female,Financial controller,Not Specified,Unknown,35-39,Finance
5918,198,February Lodge,Carly,Roberts,41,Lodger,Divorced,Female,Data scientist,Not Specified,Methodist,40-44,Science
2283,198,Lloyd Avenue,Dennis,Turnbull,37,Partner,Single,Male,Osteopath,Not Specified,Unknown,35-39,Other
5916,198,February Lodge,Sylvia,Wilson,26,Head,Married,Female,"Journalist, newspaper",Not Specified,Catholic,25-29,Media & Entertainment
5917,198,February Lodge,Sam,Wilson,29,Husband,Married,Male,"Engineer, civil (consulting)",Not Specified,Catholic,25-29,Engineering
5925,199,February Lodge,Hazel,Hall,26,Daughter,Single,Female,Licensed conveyancer,Not Specified,Christian,25-29,Other
5924,199,February Lodge,Neil,Hall,29,Son,Divorced,Male,Sports development officer,Not Specified,Christian,25-29,Management
5923,199,February Lodge,Justin,Hall,31,Son,Single,Male,Interior and spatial designer,Not Specified,Christian,30-34,Creative Arts
5921,199,February Lodge,Lynn,Hall,66,Head,Married,Female,Water engineer,Not Specified,Christian,65-69,Engineering
5922,199,February Lodge,Gavin,Hall,72,Husband,Married,Male,Retired Diagnostic radiographer,Not Specified,Unknown,70-74,Retired
6481,199,Strawberry Lights,Tina,Hammond,40,Daughter,Single,Female,Tourism officer,Not Specified,Catholic,40-44,Management
6480,199,Strawberry Lights,Susan,Hammond,78,Head,Widowed,Female,Retired Diplomatic Services operational officer,Not Specified,Catholic,75-79,Retired
5929,200,February Lodge,Debra,Jones,34,Lodger,Divorced,Female,Television/film/video producer,Not Specified,Unknown,30-34,Creative Arts
6484,200,Strawberry Lights,Lisa,Kennedy,57,Lodger,Single,Female,"Engineer, land",Not Specified,Christian,55-59,Engineering
5928,200,February Lodge,Amy,Lloyd,29,Lodger,Single,Female,Systems analyst,Not Specified,Unknown,25-29,Tech
6482,200,Strawberry Lights,Kimberley,Patel,29,Head,Married,Female,"Engineer, maintenance",Not Specified,Catholic,25-29,Engineering
6483,200,Strawberry Lights,Abdul,Patel,29,Husband,Married,Male,"Lecturer, further education",Not Specified,Catholic,25-29,Education
5930,200,February Lodge,Toby,Swift,18,Lodger,Single,Male,Student,Not Specified,Unknown,15-19,Student
5927,200,February Lodge,Nicole,Thomas,33,Wife,Married,Female,Chief Technology Officer,Not Specified,Catholic,30-34,Tech
5926,200,February Lodge,Leslie,Thomas,34,Head,Married,Male,Furniture conservator/restorer,Not Specified,Catholic,30-34,Tech
6485,200,Strawberry Lights,Carl,Ward,30,Visitor,Single,Male,Fish farm manager,Not Specified,Christian,30-34,Management
6486,201,Strawberry Lights,Derek,Ali,50,Head,Divorced,Male,Operational investment banker,Not Specified,Catholic,50-54,Finance
5932,201,February Lodge,Margaret,Price,40,Lodger,Single,Female,"Designer, ceramics/pottery",Not Specified,Catholic,40-44,Creative Arts
5931,201,February Lodge,Hayley,Shaw,22,Head,Divorced,Female,University Student,Not Specified,Unknown,20-24,Tech
5933,202,February Lodge,Andrew,Brady,38,Head,Single,Male,Lexicographer,Not Specified,Unknown,35-39,Other
5943,202,February Lodge,Lindsey,Collier,48,Visitor,Single,Female,Pension scheme manager,Not Specified,Catholic,45-49,Management
6490,202,Strawberry Lights,Hannah,Gough,17,Daughter,Minor,Female,Student,Not Specified,Methodist,15-19,Student
6488,202,Strawberry Lights,Albert,Gough,18,Son,Single,Male,Student,Not Specified,Methodist,15-19,Student
6489,202,Strawberry Lights,James,Gough,18,Son,Single,Male,Student,Not Specified,Unknown,15-19,Student
6487,202,Strawberry Lights,Joanna,Gough,53,Head,Single,Female,Interior and spatial designer,Not Specified,Methodist,50-54,Creative Arts
5942,202,February Lodge,Sylvia,Jones-Brady,0,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
5941,202,February Lodge,Jeremy,Jones-Brady,4,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
5940,202,February Lodge,Ronald,Jones-Brady,8,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5939,202,February Lodge,Claire,Jones-Brady,9,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
5937,202,February Lodge,Janet,Jones-Brady,11,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
5938,202,February Lodge,Josephine,Jones-Brady,11,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
5936,202,February Lodge,Dorothy,Jones-Brady,13,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
5935,202,February Lodge,Alex,Jones-Brady,16,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
5934,202,February Lodge,Josephine,Lord,36,Partner,Single,Female,Seismic interpreter,Not Specified,Unknown,35-39,Other
6492,203,Strawberry Lights,Stephanie,Alexander,81,Wife,Married,Female,Retired Fine artist,Not Specified,Unknown,80-84,Retired
6491,203,Strawberry Lights,George,Alexander,83,Head,Married,Male,Retired Agricultural engineer,Not Specified,Unknown,80-84,Retired
5945,203,February Lodge,Tom,Marsh,47,Partner,Single,Male,Chief Technology Officer,Not Specified,Unknown,45-49,Tech
5948,203,February Lodge,Lynda,Smart,7,Daughter,Minor,Female,Student,Not Specified,Christian,5-9,Student
5947,203,February Lodge,Howard,Smart,10,Son,Minor,Male,Student,Mental Disability,Christian,10-14,Student
5946,203,February Lodge,Amber,Smart,11,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
